segment_id,latitude,longitude,current_speed,free_flow_speed,jam_factor,traffic_level,confidence,timestamp,road_type,length
segment_0,19.057306849915893,73.18028572256397,45.25966679962728,63.946339367881464,0.2922242735545859,FLOWING,0.7468055921327309,2025-10-02T21:06:07.009567,LOCAL,289.9523400542055
segment_1,19.092884534625664,72.9334834444556,12.857674985706744,66.03553891795411,0.805291586978918,CONGESTED,0.71692347370813,2025-10-02T21:06:07.009567,ARTERIAL,503.4443102887247
segment_2,18.976366486226983,72.87336180394138,21.733323362774573,60.990257265289515,0.6436590967596502,CONGESTED,0.8295835055926347,2025-10-02T21:06:07.009567,HIGHWAY,1097.0718544909394
segment_3,19.067941608120407,72.81866626528544,58.556553536280255,49.31085361721217,-0.18749827352087922,FLOWING,0.7271819303598462,2025-10-02T21:06:07.009567,ARTERIAL,479.3801861008835
segment_4,19.115978464133715,73.03696582754482,7.554772699599875,64.30179407605753,0.8825107011685563,CONGESTED,0.7511572371061874,2025-10-02T21:06:07.009567,LOCAL,125.2034262037464
segment_5,19.295724737387637,73.02531528713821,26.197907639695387,40.63865008880857,0.3553450328088039,SLOW,0.7692681476866446,2025-10-02T21:06:07.009567,LOCAL,1398.2006857683707
segment_6,19.156198596268702,73.13327796469447,14.535055942927464,55.64242430292963,0.7387774503893754,CONGESTED,0.7546708263364187,2025-10-02T21:06:07.009567,ARTERIAL,907.796161533365
segment_7,18.987335498404637,73.027080131128,6.722231085055722,73.69139098379995,0.9087786104277294,CONGESTED,0.8349262400109296,2025-10-02T21:06:07.009567,ARTERIAL,1800.1719658125328
segment_8,19.151117991100655,73.16874969400925,9.867087612855572,47.83931449676581,0.7937452131860576,CONGESTED,0.7135681866731614,2025-10-02T21:06:07.009567,HIGHWAY,838.4868504100158
segment_9,19.013966593345035,73.13149500366077,24.62143296814741,51.23738038749523,0.5194634701863796,SLOW,0.8628088249474746,2025-10-02T21:06:07.009567,HIGHWAY,662.9196608377565
segment_10,18.96941211440646,72.80625456269648,28.28708143885033,55.79526072702279,0.4930199972136645,SLOW,0.7880464524154114,2025-10-02T21:06:07.009567,LOCAL,1649.3767140641849
segment_11,19.196880084415998,73.0916028672164,47.419869067727014,42.96178606936361,-0.10376856751638863,FLOWING,0.8075397185632818,2025-10-02T21:06:07.010065,HIGHWAY,1838.4233835331834
segment_12,19.257016202671714,72.97978026965528,10.247556406972622,54.832730087930656,0.8131124167893979,CONGESTED,0.9006523757990822,2025-10-02T21:06:07.010065,HIGHWAY,1486.2517388423216
segment_13,19.16777413796919,73.15488509703053,30.97182088390721,44.78376983753207,0.30841416441117553,SLOW,0.9139734361668985,2025-10-02T21:06:07.010065,HIGHWAY,1471.286090213259
segment_14,18.999113666294562,72.90242732910453,7.223847424613724,68.4265155874315,0.89442912060335,CONGESTED,0.7332672462435493,2025-10-02T21:06:07.010065,HIGHWAY,483.26648443725276
segment_15,19.27622071018288,72.99014808927285,35.9801564587011,67.8206434570451,0.46948075652674237,SLOW,0.7417994363217627,2025-10-02T21:06:07.010065,LOCAL,879.7275537676965
segment_16,19.21733147818808,72.89151926619665,9.233895040583615,51.59005811655072,0.8210140601175002,CONGESTED,0.7483663861762013,2025-10-02T21:06:07.010065,ARTERIAL,1286.2726914542072
segment_17,19.02416614805184,72.8421977039321,30.109401376560065,48.737617488673344,0.38221433611198763,SLOW,0.8249529843611099,2025-10-02T21:06:07.010065,ARTERIAL,1124.7502596397364
segment_18,19.239124865168908,73.1584365199694,22.49019112345251,44.40207698110707,0.49348785794362704,SLOW,0.7683805487625824,2025-10-02T21:06:07.010065,ARTERIAL,100.98871629110006
segment_19,19.04807891966035,72.92191250326321,14.056071922861795,61.36357677501768,0.7709378647467581,CONGESTED,0.8454489914076949,2025-10-02T21:06:07.010065,HIGHWAY,327.7441979339973
segment_20,19.041798371989522,73.17716388156501,22.77616126114154,60.75162486973464,0.6250937928001296,CONGESTED,0.9109056876685533,2025-10-02T21:06:07.010065,HIGHWAY,223.29526950706497
segment_21,19.006644473852425,72.89875042513543,43.29673500618836,68.49082359697768,0.36784619117795325,SLOW,0.74442607898602,2025-10-02T21:06:07.010065,HIGHWAY,606.8839271230415
segment_22,19.310178281449716,72.9644148053273,6.817790309530161,53.80284992106732,0.8732819856284127,CONGESTED,0.8903054034104091,2025-10-02T21:06:07.010065,ARTERIAL,375.3002569733239
segment_23,19.105570159316574,73.19426018164424,18.313039933132522,66.88542189623514,0.7262028194792125,CONGESTED,0.9284858845986153,2025-10-02T21:06:07.010065,LOCAL,560.1038827271092
segment_24,19.237318697679555,72.98812025377842,59.088272749216365,55.952977697782124,-0.05603446287289415,FLOWING,0.9449295619658151,2025-10-02T21:06:07.010065,HIGHWAY,386.363333534316
segment_25,19.113443486231102,73.07832512271635,52.209734264754594,53.03835620807539,0.01562306984156936,FLOWING,0.7660723142696645,2025-10-02T21:06:07.010565,ARTERIAL,1072.9768107686339
segment_26,18.995128225583134,73.05806911616378,14.59015359527453,67.63750952409865,0.7842890180621422,CONGESTED,0.8160206038901612,2025-10-02T21:06:07.010565,ARTERIAL,1691.6492012239232
segment_27,19.183789849156497,73.09408644769631,16.49893914057425,61.65791895310264,0.732411676866301,CONGESTED,0.9087353198035246,2025-10-02T21:06:07.010565,LOCAL,1353.96968746494
segment_28,19.24323332408451,73.02208032463979,34.130781809580355,49.67409163601807,0.3129057686717205,SLOW,0.7279308303417698,2025-10-02T21:06:07.010565,HIGHWAY,1810.7943086103278
segment_29,19.165902612054772,72.93561191641948,24.20652660369635,69.03822715480958,0.6493750259632791,CONGESTED,0.9691330779857732,2025-10-02T21:06:07.010565,ARTERIAL,1581.7635371294853
segment_30,19.1696532913848,72.83365598599802,13.889579275203758,75.94216754108317,0.8171032020163267,CONGESTED,0.881928717897877,2025-10-02T21:06:07.010565,LOCAL,807.3372564673118
segment_31,19.29485604583227,73.18946553470212,20.615653610560614,52.21455441377574,0.6051741924829757,CONGESTED,0.845684126075868,2025-10-02T21:06:07.010565,LOCAL,1338.726393054941
segment_32,18.994193109973434,73.08487168853901,18.048699812324003,53.01598792637071,0.659561190533877,CONGESTED,0.9239474215354072,2025-10-02T21:06:07.010565,LOCAL,1469.7858560790455
segment_33,19.029385532578004,73.01701609222197,32.984774226131805,65.4533047274358,0.4960563967932744,SLOW,0.7751385455816752,2025-10-02T21:06:07.010565,ARTERIAL,1948.7200540296467
segment_34,19.065101044360038,73.15681862207084,39.712624429849456,71.79245214166593,0.44684123128312014,SLOW,0.8507911279315576,2025-10-02T21:06:07.010565,LOCAL,1035.7836182558412
segment_35,18.982002054875178,73.0889808461046,20.442479934247068,40.97263865725815,0.501069967564177,SLOW,0.8936416887721503,2025-10-02T21:06:07.010565,HIGHWAY,1989.645970514948
segment_36,19.097376695876196,72.9118241367187,53.59217122464424,69.90875095589655,0.23339824425623024,FLOWING,0.985921554107186,2025-10-02T21:06:07.010565,HIGHWAY,913.5498818028972
segment_37,19.305995023998342,73.1854479908357,51.91552005070481,51.77795568278343,-0.002656813427786897,FLOWING,0.8155293185805775,2025-10-02T21:06:07.010565,LOCAL,610.102228091298
segment_38,19.10381754719605,72.94907474683762,26.70803067452097,73.76852562905245,0.6379481567949017,CONGESTED,0.9790050504432495,2025-10-02T21:06:07.010565,ARTERIAL,284.6353381644602
segment_39,19.158303035213653,73.19602154004171,12.704620838008822,60.73318609454947,0.7908125416270726,CONGESTED,0.9632119215783866,2025-10-02T21:06:07.010565,HIGHWAY,1712.4726103568814
segment_40,18.95738095920565,73.08356439876405,35.40509872993493,51.86040574591194,0.3173000052602588,SLOW,0.8259342569338829,2025-10-02T21:06:07.010565,ARTERIAL,1747.437405302197
segment_41,19.283561032073717,73.00453695954438,32.58339620779598,71.931807158671,0.5470238063681372,SLOW,0.8949891792333295,2025-10-02T21:06:07.010565,ARTERIAL,1612.006071928592
segment_42,19.273802243563377,72.93519806274061,25.65706239519692,43.75927759363476,0.41367719473209486,SLOW,0.8734840422988521,2025-10-02T21:06:07.011065,ARTERIAL,723.4900682019907
segment_43,18.96511747902565,73.19273635532421,51.141342613814984,74.416184732467,0.3127658613825367,SLOW,0.7750754081547592,2025-10-02T21:06:07.011065,ARTERIAL,1662.9410652533506
segment_44,19.051280069392728,72.85082420506075,33.72337930301424,70.79974212394444,0.5236793483798721,SLOW,0.7647463082490529,2025-10-02T21:06:07.011065,HIGHWAY,968.8038070660842
segment_45,19.253649691505032,72.87775201359794,27.62446477811732,67.98048843068776,0.5936412724324134,SLOW,0.7415059277253404,2025-10-02T21:06:07.011065,HIGHWAY,1942.120047516902
segment_46,19.20012994375558,72.81642700670714,26.9351495794637,57.340829503229685,0.5302622962936628,SLOW,0.9232127928997346,2025-10-02T21:06:07.011065,ARTERIAL,148.16641248936926
segment_47,19.304312334164727,73.13439204820489,43.27858133515339,56.35811777657079,0.23207901465536218,FLOWING,0.7519882960212537,2025-10-02T21:06:07.011065,HIGHWAY,940.4692364890984
segment_48,19.00071069084611,72.83754931603251,15.057629840901903,77.38455989358839,0.8054181627238345,CONGESTED,0.8914811781530051,2025-10-02T21:06:07.011065,HIGHWAY,1502.0041417219602
segment_49,19.132828702054788,73.04468829849374,28.078003433528444,49.9092395800463,0.43741872908129775,SLOW,0.8067918035953785,2025-10-02T21:06:07.011065,HIGHWAY,328.31283083072015
segment_50,19.043589460020886,72.83671962632538,10.178634354770807,52.45653237565177,0.8059605945379774,CONGESTED,0.9938531585864525,2025-10-02T21:06:07.011065,HIGHWAY,1000.9302752659179
segment_51,18.94109034747342,72.99664635004673,31.040947392931113,46.92807479640061,0.3385420661809898,SLOW,0.8301554947713918,2025-10-02T21:06:07.011065,LOCAL,191.31195597436408
segment_52,19.298641207268382,73.15467215491923,19.34914928379427,40.61218161161539,0.5235629184160777,SLOW,0.9800308924238449,2025-10-02T21:06:07.011065,HIGHWAY,1124.8171519601187
segment_53,19.18726478314722,73.04634046575596,56.91403825084164,77.77006388500669,0.26817549828689147,FLOWING,0.9601596800665011,2025-10-02T21:06:07.011065,LOCAL,1621.8036598965596
segment_54,19.184410703800854,73.02934681666878,12.06751942786506,72.44816706944012,0.8334323708107262,CONGESTED,0.9461918427231866,2025-10-02T21:06:07.011065,LOCAL,1658.8110031654094
segment_55,19.17362360418027,72.88267374395069,20.06786200266236,48.58356478833497,0.5869413434338868,SLOW,0.8131777249683927,2025-10-02T21:06:07.011065,HIGHWAY,279.44162543626396
segment_56,19.18686284483487,72.8284754593841,22.54365966615687,73.79501243877817,0.6945097111426122,CONGESTED,0.7069815807207477,2025-10-02T21:06:07.011065,ARTERIAL,595.3196036482159
segment_57,19.10833573080323,73.07715614347677,24.158513244925857,77.46592607422829,0.6881401350346341,CONGESTED,0.7117558980026938,2025-10-02T21:06:07.011065,HIGHWAY,1626.6137677312122
segment_58,19.01845452047995,72.87097581751189,46.28381134024721,72.27338957069057,0.35960093175127705,SLOW,0.997151542600202,2025-10-02T21:06:07.011065,ARTERIAL,575.0312535105988
segment_59,19.143828485184443,73.14684664288389,35.90266806790755,49.543874391613606,0.27533588140242693,FLOWING,0.9039534339700738,2025-10-02T21:06:07.011565,LOCAL,1533.6314607608965
segment_60,18.94331202491109,73.16102116267183,32.788880484632145,73.05829864430967,0.5511956739607706,SLOW,0.7960148803091835,2025-10-02T21:06:07.011565,LOCAL,289.9712856075404
segment_61,18.922463824633894,73.18341659875328,51.59287292525744,54.19620761850882,0.048035366451771866,FLOWING,0.9870402655379369,2025-10-02T21:06:07.011565,LOCAL,1906.1535791813567
segment_62,19.14084391301178,73.05273488486792,29.664503708807587,51.72843086792258,0.4265338574728951,SLOW,0.7985993636109747,2025-10-02T21:06:07.011565,LOCAL,504.18300054603503
segment_63,19.29740170801031,73.11251842018848,11.240553110959642,77.2371642274917,0.8544670402728394,CONGESTED,0.992274462560323,2025-10-02T21:06:07.011565,ARTERIAL,1144.1048764150976
segment_64,19.08544281057682,73.15508167310333,24.30032569036433,44.682680657104235,0.456157837152934,SLOW,0.7428975046158507,2025-10-02T21:06:07.011565,ARTERIAL,1690.2313610510103
segment_65,19.264084856230554,73.13539230550559,28.435031127581762,48.90305670284122,0.4185428673637549,SLOW,0.8189954805862756,2025-10-02T21:06:07.011565,LOCAL,1441.8602315973428
segment_66,18.934166487869597,72.83393508563408,59.26517681756465,54.97083183024481,-0.07812042940483765,FLOWING,0.8111926441200672,2025-10-02T21:06:07.011565,HIGHWAY,1899.7722970293316
segment_67,19.314120446805607,73.10135127410358,25.694277204200368,43.340028667946754,0.4071467418478373,SLOW,0.933144074778231,2025-10-02T21:06:07.011565,ARTERIAL,1439.6602921636538
segment_68,19.00446414486072,72.93210101160764,28.894851446854926,50.14728695492555,0.4238003050329161,SLOW,0.8215606260344251,2025-10-02T21:06:07.011565,ARTERIAL,206.97622379549097
segment_69,18.94990352483259,72.84701049871084,40.7065666163835,69.84179517061693,0.41716036197321127,SLOW,0.8750106295291479,2025-10-02T21:06:07.011565,ARTERIAL,860.4234964568471
segment_70,19.100640254169694,72.83315652867734,34.060356671346504,57.45343326426224,0.40716586048595516,SLOW,0.9406327747080202,2025-10-02T21:06:07.011565,HIGHWAY,1942.769770744514
segment_71,18.91812716301924,73.15645724547923,34.02356099974649,79.71859184477202,0.5732041897328399,SLOW,0.7221389694206196,2025-10-02T21:06:07.011565,LOCAL,1421.2811339026302
segment_72,18.9316825097777,72.8664861727637,16.924500862257016,51.779757873577196,0.6731444572688229,CONGESTED,0.9987494125088112,2025-10-02T21:06:07.011565,ARTERIAL,1210.1971926538904
segment_73,19.278486364406216,72.81817855213659,20.452975427572667,78.01645936306235,0.7378376871425119,CONGESTED,0.967079135167275,2025-10-02T21:06:07.011565,HIGHWAY,627.0242476641521
segment_74,18.97901088708398,72.98547936197599,24.434372541432904,63.34624447403488,0.6142727521684674,CONGESTED,0.7233203910894954,2025-10-02T21:06:07.011565,HIGHWAY,593.904739423099
segment_75,19.09036115566811,72.81292638044386,20.386992894292014,56.44826883488745,0.6388375885552051,CONGESTED,0.8808345646069895,2025-10-02T21:06:07.011565,HIGHWAY,353.0517379251244
segment_76,18.932004159431646,73.17621273085416,27.915148175616356,63.246504847233055,0.5586293939397411,SLOW,0.9757529655506678,2025-10-02T21:06:07.012065,ARTERIAL,1872.184118372625
segment_77,19.263746833590172,72.81808746804248,6.45018359734886,55.05853467512198,0.8828486149257555,CONGESTED,0.9431659992345498,2025-10-02T21:06:07.012065,LOCAL,385.7920930967035
segment_78,19.149534900447897,72.95235634265241,58.34529187980318,73.68475692542835,0.20817691047212472,FLOWING,0.9514986114133414,2025-10-02T21:06:07.012065,ARTERIAL,169.9615485083836
segment_79,18.956217889896266,72.8054687859308,9.144748319385428,67.66857588675649,0.8648597491590604,CONGESTED,0.8603038825088389,2025-10-02T21:06:07.012065,HIGHWAY,1993.6099904404202
segment_80,19.133281316353102,73.1075949660722,56.96211514353354,73.98589562709645,0.2300949436277171,FLOWING,0.7742044305229593,2025-10-02T21:06:07.012065,ARTERIAL,489.5861241623973
segment_81,19.005605824594955,72.90989271881037,16.397520695443106,75.12882669916769,0.7817412913807056,CONGESTED,0.9270997396516686,2025-10-02T21:06:07.012065,ARTERIAL,780.5091642623969
segment_82,18.947694188723844,73.06862927823713,33.61692354970863,70.89273566942558,0.525805807431877,SLOW,0.856049050333598,2025-10-02T21:06:07.012065,HIGHWAY,1148.6229936715226
segment_83,19.13559394804486,73.15066144106333,27.191557641681836,45.36060913802563,0.4005469027335602,SLOW,0.7086348028940016,2025-10-02T21:06:07.012065,LOCAL,1590.8697014941881
segment_84,19.16853176992918,73.12201786700774,54.67330822721444,64.69054848389169,0.15484859058153755,FLOWING,0.9941388175277134,2025-10-02T21:06:07.012065,ARTERIAL,1220.8436050238029
segment_85,19.064742498941886,72.9749899688095,54.728728197156165,53.930218680932015,-0.014806346715342977,FLOWING,0.8541968467479433,2025-10-02T21:06:07.012065,LOCAL,853.4312864104133
segment_86,19.161276414095706,73.1449454834987,57.223634301170314,45.882939237161516,-0.2471658366389864,FLOWING,0.9779762875484483,2025-10-02T21:06:07.012065,ARTERIAL,1560.9437084992553
segment_87,18.927819110697783,72.81834450656186,39.14431264321502,53.89653632901657,0.2737137614140024,FLOWING,0.7627392373235542,2025-10-02T21:06:07.012065,LOCAL,556.2766756785668
segment_88,18.931862597805637,72.85155188876426,12.042521142677483,46.07610774049177,0.738638488943056,CONGESTED,0.741648151794823,2025-10-02T21:06:07.012065,HIGHWAY,1803.8979788214224
segment_89,19.099063888910404,73.06702309540842,14.477592916089641,47.69156075234683,0.6964328135271349,CONGESTED,0.7122605848799436,2025-10-02T21:06:07.012065,HIGHWAY,755.6569928625348
segment_90,19.046000070082727,72.81272187259407,35.179342006407474,61.37694014930092,0.42683128352712185,SLOW,0.8067974452815958,2025-10-02T21:06:07.012065,ARTERIAL,792.1127359913434
segment_91,19.11143525375904,73.07615793145175,7.162167691260441,71.9764159563617,0.9004928545538755,CONGESTED,0.8883701168472723,2025-10-02T21:06:07.012065,LOCAL,1072.1483257397963
segment_92,18.9659306267408,72.95091438609683,5.142726341100561,74.73204428142347,0.9311844552019177,CONGESTED,0.7253551023042045,2025-10-02T21:06:07.012065,LOCAL,450.5899367771169
segment_93,18.987926715801418,72.94818884111655,31.648764185506174,64.73019086121184,0.5110664163903924,SLOW,0.8106740918709316,2025-10-02T21:06:07.012565,ARTERIAL,1520.1947824541373
segment_94,18.91540694521405,72.9009747777376,44.234227223650386,75.80827350748797,0.41649868573670723,SLOW,0.8535032326346998,2025-10-02T21:06:07.012565,LOCAL,157.8970901938289
segment_95,19.264230292051383,72.94165866831725,26.844010787724535,44.194766661299234,0.3925975219316753,SLOW,0.9212215618281457,2025-10-02T21:06:07.012565,ARTERIAL,1171.533674835789
segment_96,19.25309819406873,72.83568173148483,34.443456020853795,49.32865646199205,0.30175564284033085,SLOW,0.802878059283478,2025-10-02T21:06:07.012565,HIGHWAY,1390.2944063745301
segment_97,19.231451920215083,72.99937687957163,9.780615844808302,61.48426167274191,0.8409248874636095,CONGESTED,0.8760523354062637,2025-10-02T21:06:07.012565,HIGHWAY,1172.4712307930183
